collected_at,cpu_percent,cpu_cores_count,load_avg_1,load_avg_5,load_avg_15,memory_total,memory_used,memory_free,memory_percent,swap_used,swap_total,network_bytes_sent,network_bytes_recv,network_packets_sent,network_packets_recv
2026-06-20T12:37:26.117927,16.60,8,2.02,3.17,6.34,8589934592,3182690304,1362739200,84.10,12160794624,12884901888,2289829888,536611840,45611517,139683552
2026-06-20T12:37:31.764582,33.90,8,2.02,3.15,6.31,8589934592,3160047616,1345814528,84.30,12160794624,12884901888,2289839104,536646656,45611587,139683657
2026-06-20T12:37:33.913353,26.90,8,2.02,3.13,6.29,8589934592,3165913088,1349468160,84.30,12160794624,12884901888,2289839104,536648704,45611587,139683659
2026-06-20T12:37:37.405974,25.50,8,2.02,3.13,6.29,8589934592,3195977728,1392967680,83.80,12160794624,12884901888,2289845248,536662016,45611612,139683684
2026-06-20T12:37:42.278429,24.40,8,2.10,3.13,6.27,8589934592,3164798976,1340768256,84.40,12160794624,12884901888,2290007040,536887296,45611779,139683924
2026-06-20T12:37:43.044616,23.40,8,1.93,3.08,6.23,8589934592,3161063424,1347108864,84.30,12160794624,12884901888,2290007040,536887296,45611779,139683929
2026-06-20T12:37:48.691786,14.10,8,1.94,3.06,6.21,8589934592,3144712192,1318060032,84.70,12152406016,12884901888,2290042880,537139200,45611920,139684179
2026-06-20T12:37:54.342774,16.70,8,1.78,3.01,6.17,8589934592,3150118912,1313030144,84.70,12152406016,12884901888,2290143232,537161728,45612040,139684281
2026-06-20T12:37:59.995326,16.40,8,1.80,2.99,6.15,8589934592,3142008832,1307443200,84.80,12152406016,12884901888,2290161664,537181184,45612098,139684342
2026-06-20T12:38:05.643239,15.60,8,1.73,2.96,6.12,8589934592,3164848128,1347010560,84.30,12144017408,12884901888,2290162688,537183232,45612108,139684357
2026-06-20T12:38:11.286954,15.60,8,1.83,2.96,6.10,8589934592,3157557248,1341276160,84.40,12144017408,12884901888,2290162688,537184256,45612114,139684369
2026-06-20T12:38:16.940268,25.10,8,1.69,2.91,6.06,8589934592,3142402048,1278509056,85.10,12127240192,12884901888,2290173952,537214976,45612161,139684425
2026-06-20T12:38:22.588780,16.80,8,1.95,2.94,6.05,8589934592,3175301120,1354121216,84.20,12118851584,12884901888,2290176000,537225216,45612179,139684449
2026-06-20T12:38:28.230490,16.60,8,1.95,2.91,6.01,8589934592,3180036096,1307983872,84.80,12118851584,12884901888,2290187264,537237504,45612211,139684514
2026-06-20T12:38:33.877896,50.70,8,2.11,2.93,5.99,8589934592,3137994752,1284014080,85.10,12118851584,12884901888,2290362368,537469952,45612427,139684761
2026-06-20T12:38:34.572466,36.50,8,2.11,2.93,5.99,8589934592,3147087872,1283997696,85.10,12118851584,12884901888,2290369536,537473024,45612443,139684792
2026-06-20T12:38:39.515663,26.70,8,2.10,2.91,5.97,8589934592,3143991296,1277722624,85.10,12160401408,12884901888,2290380800,537484288,45612468,139684817
2026-06-20T12:38:42.929164,31.50,8,2.10,2.91,5.97,8589934592,3125051392,1279508480,85.10,12160401408,12884901888,2290381824,537487360,45612482,139684841
2026-06-20T12:38:45.159822,25.90,8,2.57,3.00,5.98,8589934592,3126116352,1281245184,85.10,12160401408,12884901888,2290381824,537488384,45612486,139684852
2026-06-20T12:38:50.804106,37.00,8,2.93,3.06,5.99,8589934592,3149479936,1320271872,84.60,12160401408,12884901888,2290471936,537703424,45612647,139685081
2026-06-20T12:38:56.454640,41.20,8,2.85,3.05,5.97,8589934592,3110289408,1271496704,85.20,12203720704,12884901888,2290478080,537725952,45612689,139685141
2026-06-20T12:39:02.103148,43.60,8,2.62,3.00,5.93,8589934592,3180298240,1349533696,84.30,12203720704,12884901888,2290489344,537748480,45612737,139685207
2026-06-20T12:39:07.747043,26.40,8,2.81,3.03,5.92,8589934592,3089432576,1260306432,85.30,12140281856,12884901888,2290553856,537787392,45612833,139685304
2026-06-20T12:39:13.392966,26.00,8,2.62,2.98,5.87,8589934592,3101605888,1281622016,85.10,12140281856,12884901888,2290556928,537797632,45612857,139685329
2026-06-20T12:39:19.044384,38.10,8,4.49,3.36,5.99,8589934592,3146743808,1282637824,85.10,12098338816,12884901888,2290558976,537816064,45612879,139685361
2026-06-20T12:39:24.696872,30.60,8,4.29,3.34,5.97,8589934592,3096412160,1273184256,85.20,12117344256,12884901888,2290569216,537837568,45612917,139685405
2026-06-20T12:39:30.350590,26.40,8,4.59,3.41,5.98,8589934592,3105882112,1257095168,85.40,12134055936,12884901888,2290570240,537847808,45612932,139685442
2026-06-20T12:39:35.231743,34.30,8,4.62,3.44,5.97,8589934592,3107602432,1273217024,85.20,12137725952,12884901888,2290573312,537852928,45612958,139685465
2026-06-20T12:39:36.006899,27.80,8,4.62,3.44,5.97,8589934592,3107651584,1273348096,85.20,12137725952,12884901888,2290574336,537852928,45612969,139685475
2026-06-20T12:39:41.647114,33.10,8,4.41,3.42,5.95,8589934592,3101605888,1273823232,85.20,12137725952,12884901888,2290575360,537854976,45612981,139685491
2026-06-20T12:39:43.570100,27.50,8,4.14,3.38,5.92,8589934592,3091202048,1259241472,85.30,12138119168,12884901888,2290583552,537863168,45613000,139685518
2026-06-20T12:39:47.294872,23.80,8,4.14,3.38,5.92,8589934592,3089842176,1262944256,85.30,12141330432,12884901888,2290589696,537880576,45613033,139685569
2026-06-20T12:39:52.939340,23.80,8,3.88,3.34,5.89,8589934592,3099115520,1253933056,85.40,12132941824,12884901888,2290614272,537979904,45613148,139685703
2026-06-20T12:39:58.591149,25.10,8,3.53,3.28,5.84,8589934592,3123691520,1249460224,85.50,12136218624,12884901888,2290622464,537993216,45613195,139685763
2026-06-20T12:40:04.236664,36.30,8,3.80,3.34,5.84,8589934592,3101294592,1268547584,85.20,12137005056,12884901888,2290634752,538023936,45613245,139685824
2026-06-20T12:40:09.890979,24.20,8,3.90,3.36,5.84,8589934592,3082207232,1264779264,85.30,12133203968,12884901888,2290636800,538033152,45613268,139685848
2026-06-20T12:40:15.543369,23.10,8,4.15,3.42,5.85,8589934592,3088646144,1263878144,85.30,12140085248,12884901888,2290638848,538043392,45613287,139685873
2026-06-20T12:40:21.192771,24.80,8,3.90,3.38,5.82,8589934592,3128672256,1300889600,84.90,12131696640,12884901888,2290640896,538044416,45613304,139685883
2026-06-20T12:40:26.871991,30.80,8,3.98,3.41,5.81,8589934592,3153592320,1252704256,85.40,12114919424,12884901888,2290651136,538065920,45613344,139685935
2026-06-20T12:40:28.571981,37.40,8,3.83,3.39,5.79,8589934592,3086286848,1262206976,85.30,12114919424,12884901888,2290652160,538074112,45613352,139685952
2026-06-20T12:40:32.522923,40.10,8,3.83,3.39,5.79,8589934592,3112681472,1296105472,84.90,12131368960,12884901888,2290666496,538085376,45613385,139685990
2026-06-20T12:40:34.250950,38.10,8,3.84,3.40,5.78,8589934592,3133685760,1260814336,85.30,12131368960,12884901888,2290674688,538091520,45613407,139686009
2026-06-20T12:40:35.883090,23.40,8,3.84,3.40,5.78,8589934592,3104227328,1277673472,85.10,12131368960,12884901888,2290678784,538091520,45613415,139686014
2026-06-20T12:40:38.173322,26.40,8,4.33,3.51,5.80,8589934592,3072163840,1270054912,85.20,12140281856,12884901888,2290682880,538094592,45613422,139686019
2026-06-20T12:40:39.906678,24.70,8,4.33,3.51,5.80,8589934592,3074228224,1282441216,85.10,12140281856,12884901888,2290690048,538094592,45613432,139686025
2026-06-20T12:40:43.827689,24.60,8,4.23,3.50,5.79,8589934592,3077881856,1276968960,85.10,12140281856,12884901888,2290690048,538096640,45613439,139686048
2026-06-20T12:40:44.208507,24.30,8,4.23,3.50,5.79,8589934592,3076063232,1273544704,85.20,12140281856,12884901888,2290690048,538096640,45613439,139686048
2026-06-20T12:40:45.554904,24.80,8,4.23,3.50,5.79,8589934592,3071295488,1270726656,85.20,12140281856,12884901888,2290690048,538096640,45613442,139686051
2026-06-20T12:40:49.472865,33.30,8,4.21,3.51,5.78,8589934592,3164340224,1259028480,85.30,12140281856,12884901888,2290705408,538097664,45613461,139686070
2026-06-20T12:40:51.203192,28.80,8,4.21,3.51,5.78,8589934592,3110240256,1264861184,85.30,12140281856,12884901888,2290729984,538108928,45613493,139686099
